"filename", "language", "JavaScript", "JSON", "Properties", "YAML", "XML", "C#", "HTML", "Markdown", "JavaScript JSX", "PostCSS", "Docker", "comment", "blank", "total"
"/home/alrightytighty/DataBeats/frontend/src/Components/PlaylistCard.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 3, 22
"/home/alrightytighty/DataBeats/frontend/src/Components/PlaylistCard.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 0, 0, 13, 88
"/home/alrightytighty/DataBeats/frontend/src/Components/PlaylistSection.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 2, 17
"/home/alrightytighty/DataBeats/frontend/src/Components/PlaylistSection.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 8, 44
"/home/alrightytighty/DataBeats/frontend/src/Components/Profile/KebabMenu.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 7, 63
"/home/alrightytighty/DataBeats/frontend/src/Components/Profile/KebabMenu.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 2, 16, 90
"/home/alrightytighty/DataBeats/frontend/src/Components/Profile/ProfileContent.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 0, 4, 7, 75
"/home/alrightytighty/DataBeats/frontend/src/Components/Profile/ProfileContent.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 183, 0, 4, 26, 213
"/home/alrightytighty/DataBeats/frontend/src/Components/Profile/ProfileHeader.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 112, 0, 0, 16, 128
"/home/alrightytighty/DataBeats/frontend/src/Components/Profile/ProfileHeaderArtistVisitor.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 3, 36
